,Date,Open,High,Low,Close*,Adj Close**,Volume,MA10,MA20,Profit/ Loss
214,22-Jun-22,"30,352.57","30,777.92","30,166.01",30483.13,"30,483.13","343,490,000",28203.358,27988.214,Loss
717,23-Jun-20,"26,159.39","26,314.97","26,105.97",26156.1,"26,156.10","389,980,000",28353.188,27990.0385,Profit
465,23-Jun-21,"33,948.54","34,009.40","33,869.83",33874.24,"33,874.24","255,280,000",29065.295,27992.578,Loss
213,23-Jun-22,"30,570.33","30,715.63","30,293.40",30677.36,"30,677.36","361,420,000",29686.861,28032.007,Profit
969,24-Jun-19,"26,727.61","26,806.52","26,723.37",26727.54,"26,727.54","232,390,000",29687.702,28119.0105,Profit
716,24-Jun-20,"25,992.96","25,992.96","25,296.73",25445.94,"25,445.94","450,120,000",28844.599,28068.0305,Loss
464,24-Jun-21,"33,933.91","34,233.02","33,933.91",34196.82,"34,196.82","275,870,000",29211.256,28473.8665,Profit
212,24-Jun-22,"30,846.94","31,517.29","30,846.94",31500.68,"31,500.68","465,480,000",29903.235,28384.3965,Loss
1219,25-Jun-18,"24,463.73","24,463.73","24,084.39",24252.8,"24,252.80","439,130,000",29726.019,28362.026,Profit
968,25-Jun-19,"26,731.61","26,752.31","26,527.66",26548.22,"26,548.22","282,160,000",28986.283,28364.237,Loss
715,25-Jun-20,"25,365.22","25,769.61","25,209.79",25745.6,"25,745.60","384,560,000",28512.53,28357.944,Profit
463,25-Jun-21,"34,328.10","34,501.02","34,314.80",34433.84,"34,433.84","432,550,000",29340.304,28846.746,Profit
1218,26-Jun-18,"24,281.89","24,384.21","24,241.22",24283.11,"24,283.11","301,130,000",28381.191,28723.243,Loss
967,26-Jun-19,"26,599.42","26,660.04","26,536.33",26536.82,"26,536.82","274,340,000",27967.137,28826.999,Loss
714,26-Jun-20,"25,641.69","25,641.69","24,971.03",25015.55,"25,015.55","640,860,000",27795.938,28741.82,Loss
1217,27-Jun-18,"24,303.11","24,569.02","24,115.82",24117.59,"24,117.59","313,790,000",27663.103,28253.851,Profit
966,27-Jun-19,"26,523.72","26,607.24","26,465.32",26526.58,"26,526.58","246,930,000",26896.079,28053.6675,Profit
211,27-Jun-22,"31,533.60","31,598.59","31,351.37",31438.26,"31,438.26","309,910,000",26889.837,28396.536,Profit
1216,28-Jun-18,"24,064.19","24,308.16","23,997.21",24216.05,"24,216.05","305,020,000",26886.162,28306.0905,Profit
965,28-Jun-19,"26,605.93","26,638.35","26,522.27",26599.96,"26,599.96","499,350,000",26891.336,27938.8095,Profit
462,28-Jun-21,"34,428.10","34,449.65","34,186.13",34283.27,"34,283.27","280,280,000",27745.103,28128.8165,Loss
210,28-Jun-22,"31,549.05","31,885.09","30,934.33",30946.99,"30,946.99","350,780,000",27396.418,28368.361,Loss
1215,29-Jun-18,"24,323.93","24,509.52","24,269.71",24271.41,"24,271.41","329,070,000",27395.248,27888.2195,Loss
713,29-Jun-20,"25,152.45","25,601.15","25,096.16",25595.8,"25,595.80","378,070,000",27301.146,27634.1415,Profit
461,29-Jun-21,"34,338.89","34,469.83","34,266.83",34292.29,"34,292.29","282,360,000",28228.82,28012.379,Profit
209,29-Jun-22,"31,067.41","31,152.96","30,894.53",31029.31,"31,029.31","269,390,000",28919.992,28291.5475,Profit
712,30-Jun-20,"25,512.43","25,905.38","25,475.14",25812.88,"25,812.88","410,780,000",28848.622,27872.3505,Profit
460,30-Jun-21,"34,290.74","34,553.16","34,245.48",34502.51,"34,502.51","295,560,000",29155.047,28022.442,Loss
208,30-Jun-22,"30,790.00","30,979.85","30,431.87",30775.43,"30,775.43","394,070,000",29810.985,28348.5735,Loss
1048,1-Mar-19,"26,019.67","26,143.92","25,914.37",26026.32,"26,026.32","289,890,000",29753.621,28322.4785,Loss
545,1-Mar-21,"31,065.90","31,668.34","31,065.90",31535.51,"31,535.51","385,670,000",29478.845,28611.974,Profit
292,1-Mar-22,"33,813.48","33,870.14","33,107.67",33294.95,"33,294.95","438,730,000",29713.641,28555.0295,Profit
41,1-Mar-23,"32,656.37","32,746.15","32,500.71",32661.84,"32,661.84","292,810,000",30552.684,28973.966,Loss
796,2-Mar-20,"25,590.51","26,706.17","25,391.96",26703.32,"26,703.32","637,200,000",30663.436,28982.291,Profit
544,2-Mar-21,"31,535.37","31,623.27","31,377.16",31391.52,"31,391.52","337,270,000",30373.359,29301.0895,Profit
291,2-Mar-22,"33,379.51","34,013.67","33,379.51",33891.35,"33,891.35","400,920,000",30659.563,29789.7775,Profit
40,2-Mar-23,"32,780.97","33,083.45","32,665.85",33003.57,"33,003.57","317,450,000",31378.632,30113.627,Loss
795,3-Mar-20,"26,762.47","27,084.59","25,706.28",25917.41,"25,917.41","647,080,000",30520.122,29837.5845,Loss
543,3-Mar-21,"31,352.96","31,563.31","31,260.14",31270.09,"31,270.09","409,660,000",30569.588,30190.2865,Profit
290,3-Mar-22,"33,972.87","34,179.07","33,641.53",33794.66,"33,794.66","369,740,000",31346.422,30550.0215,Loss
39,3-Mar-23,"33,076.33","33,405.82","33,008.41",33390.97,"33,390.97","300,050,000",31531.968,30505.4065,Profit
1047,4-Mar-19,"26,122.19","26,155.98","25,611.55",25819.65,"25,819.65","295,510,000",30784.438,30249.0395,Profit
794,4-Mar-20,"26,383.68","27,102.34","26,286.31",27090.86,"27,090.86","457,590,000",30227.34,30390.012,Profit
542,4-Mar-21,"31,289.01","31,461.97","30,547.53",30924.14,"30,924.14","537,850,000",30649.422,30656.429,Loss
289,4-Mar-22,"33,655.43","33,655.43","33,254.12",33614.8,"33,614.80","408,390,000",30871.75,30622.5545,Loss
1046,5-Mar-19,"25,829.07","25,877.15","25,725.63",25806.63,"25,806.63","252,260,000",30063.278,30361.4205,Loss
793,5-Mar-20,"26,671.92","26,671.92","25,943.33",26121.28,"26,121.28","477,370,000",29375.049,30376.8405,Loss
541,5-Mar-21,"31,029.18","31,580.33","30,766.81",31496.3,"31,496.30","501,810,000",29932.938,30226.53,Profit
1045,6-Mar-19,"25,818.76","25,837.61","25,633.71",25673.46,"25,673.46","256,250,000",29373.275,29971.4315,Profit
792,6-Mar-20,"25,457.21","25,994.38","25,226.62",25864.78,"25,864.78","599,780,000",28580.287,29963.3545,Profit
38,6-Mar-23,"33,425.32","33,572.22","33,383.47",33431.44,"33,431.44","329,190,000",28584.334,30058.151,Profit
1044,7-Mar-19,"25,645.45","25,645.45","25,352.55",25473.23,"25,473.23","289,140,000",28549.692,29667.065,Profit
288,7-Mar-22,"33,579.75","33,579.75","32,806.15",32817.38,"32,817.38","488,400,000",29122.344,29674.842,Loss
37,7-Mar-23,"33,428.31","33,453.25","32,838.21",32856.46,"32,856.46","299,400,000",29315.576,29982.499,Profit
1043,8-Mar-19,"25,347.38","25,466.14","25,252.46",25450.24,"25,450.24","270,500,000",28499.12,29685.435,Profit
540,8-Mar-21,"31,512.15","32,148.04","31,512.15",31802.44,"31,802.44","496,980,000",29098.701,29580.9895,Profit
287,8-Mar-22,"32,885.17","33,402.98","32,578.73",32632.64,"32,632.64","553,750,000",29749.837,29562.443,Profit
36,8-Mar-23,"32,872.08","32,903.44","32,612.70",32798.4,"32,798.40","242,750,000",29880.047,29906.4925,Profit
791,9-Mar-20,"24,992.36","24,992.36","23,706.07",23851.02,"23,851.02","750,430,000",29697.803,29535.539,Profit
539,9-Mar-21,"31,892.35","32,150.32","31,822.64",31832.74,"31,832.74","458,690,000",30294.599,29437.443,Loss
286,9-Mar-22,"32,860.42","33,457.28","32,860.42",33286.25,"33,286.25","418,670,000",30280.08,29432.207,Loss
35,9-Mar-23,"32,876.83","32,990.46","32,190.60",32254.86,"32,254.86","315,860,000",30958.243,29753.9675,Loss
790,10-Mar-20,"24,453.00","25,020.99","23,690.34",25018.16,"25,018.16","654,860,000",30178.321,29650.3325,Loss
538,10-Mar-21,"31,906.96","32,389.50","31,906.96",32297.02,"32,297.02","409,110,000",30122.377,29718.9765,Loss
285,10-Mar-22,"33,106.77","33,236.59","32,819.76",33174.07,"33,174.07","399,480,000",30894.76,29696.94,Profit
34,10-Mar-23,"32,185.14","32,422.10","31,783.41",31909.64,"31,909.64","397,790,000",30905.48,30002.0905,Loss
1042,11-Mar-19,"25,208.00","25,661.63","25,208.00",25650.88,"25,650.88","309,790,000",30207.304,29978.5705,Loss
789,11-Mar-20,"24,604.63","24,604.63","23,328.32",23553.22,"23,553.22","663,960,000",29282.786,29581.4165,Profit
537,11-Mar-21,"32,354.50","32,661.59","32,345.70",32485.59,"32,485.59","400,020,000",30146.243,29922.023,Loss
284,11-Mar-22,"33,279.72","33,515.61","32,911.89",32944.19,"32,944.19","369,480,000",30257.388,30275.9935,Profit
1041,12-Mar-19,"25,600.30","25,675.44","25,522.17",25554.66,"25,554.66","317,730,000",29484.229,29882.1545,Loss
788,12-Mar-20,"22,184.71","22,837.95","21,154.46",21200.62,"21,200.62","908,260,000",28378.805,29668.524,Profit
536,12-Mar-21,"32,462.40","32,793.32","32,462.40",32778.64,"32,778.64","346,400,000",29154.853,29666.587,Loss
1040,13-Mar-19,"25,637.23","25,776.49","25,571.31",25702.89,"25,702.89","331,410,000",28495.44,29308.9085,Profit
787,13-Mar-20,"21,973.82","23,189.76","21,285.37",23185.62,"23,185.62","843,080,000",27496.595,29195.6775,Loss
33,13-Mar-23,"31,819.93","32,240.35","31,624.87",31819.14,"31,819.14","429,090,000",27487.545,29196.5125,Profit
1039,14-Mar-19,"25,692.31","25,752.84","25,621.31",25709.94,"25,709.94","302,790,000",27493.451,28850.3775,Loss
283,14-Mar-22,"33,000.37","33,395.59","32,818.16",32945.24,"32,945.24","394,940,000",28432.653,28857.7195,Profit
32,14-Mar-23,"32,055.29","32,306.59","31,805.40",32155.4,"32,155.40","391,760,000",28399.634,29272.9385,Loss
1038,15-Mar-19,"25,720.96","25,927.91","25,649.70",25848.87,"25,848.87","616,910,000",27690.102,28973.745,Profit
535,15-Mar-21,"32,798.84","32,973.40","32,629.75",32953.46,"32,953.46","360,080,000",28429.982,28957.1055,Loss
282,15-Mar-22,"32,989.27","33,620.84","32,989.27",33544.34,"33,544.34","388,810,000",29664.354,29021.5795,Profit
31,15-Mar-23,"31,759.87","31,906.47","31,429.82",31874.57,"31,874.57","420,910,000",29573.947,29364.4,Profit
786,16-Mar-20,"20,917.53","21,768.28","20,116.46",20188.52,"20,188.52","770,130,000",29022.51,28758.975,Profit
534,16-Mar-21,"32,966.75","32,966.75","32,778.23",32825.95,"32,825.95","386,370,000",29986.543,28741.569,Loss
281,16-Mar-22,"33,653.93","34,075.94","33,391.24",34063.1,"34,063.10","427,400,000",30210.939,28849.242,Profit
30,16-Mar-23,"31,827.65","32,281.61","31,571.46",32246.55,"32,246.55","440,940,000",30864.6,29179.0255,Profit
785,17-Mar-20,"20,487.05","21,379.35","19,882.26",21237.38,"21,237.38","793,060,000",29693.814,29063.2335,Loss
533,17-Mar-21,"32,825.52","33,047.58","32,782.18",33015.37,"33,015.37","391,200,000",29779.811,29089.7225,Profit
280,17-Mar-22,"33,995.39","34,483.92","33,896.06",34480.76,"34,480.76","339,470,000",30643,29166.551,Loss
29,17-Mar-23,"32,217.32","32,217.32","31,728.70",31861.98,"31,861.98","712,100,000",30533.852,29481.917,Profit
1037,18-Mar-19,"25,801.88","25,924.77","25,785.66",25914.1,"25,914.10","303,170,000",29770.828,29717.591,Loss
784,18-Mar-20,"20,188.69","20,489.33","18,917.46",19898.92,"19,898.92","871,360,000",28573.263,29073.605,Loss
532,18-Mar-21,"32,928.16","33,227.78","32,831.25",32862.3,"32,862.30","418,480,000",29840.641,29431.5755,Profit
279,18-Mar-22,"34,466.72","34,755.20","34,279.83",34754.93,"34,754.93","615,420,000",30033.539,30010.041,Loss
1036,19-Mar-19,"25,987.87","26,109.68","25,814.92",25887.38,"25,887.38","342,250,000",29215.967,29713.453,Loss
783,19-Mar-20,"19,830.01","20,442.63","19,177.13",20087.19,"20,087.19","780,300,000",28000.031,29432.3155,Profit
531,19-Mar-21,"32,858.36","32,858.36","32,505.07",32627.97,"32,627.97","811,890,000",29139.09,29416.452,Profit
1035,20-Mar-19,"25,867.79","25,929.52","25,670.63",25745.67,"25,745.67","321,980,000",28412.12,29095.9655,Profit
782,20-Mar-20,"20,253.15","20,531.26","19,094.27",19173.98,"19,173.98","872,290,000",26881.442,28762.221,Loss
28,20-Mar-23,"31,872.33","32,280.07","31,872.33",32244.58,"32,244.58","357,210,000",26919.702,28726.777,Profit
1034,21-Mar-19,"25,688.44","26,009.90","25,657.78",25962.51,"25,962.51","335,250,000",26924.543,28347.6855,Loss
278,21-Mar-22,"34,669.85","34,808.28","34,341.81",34552.99,"34,552.99","408,490,000",28389.95,28481.6065,Profit
27,21-Mar-23,"32,420.71","32,593.68","32,346.12",32560.6,"32,560.60","363,190,000",28359.78,29100.2105,Loss
1033,22-Mar-19,"25,844.65","25,877.01","25,501.45",25502.32,"25,502.32","386,510,000",27434.519,28734.029,Profit
530,22-Mar-21,"32,601.82","32,810.35","32,512.53",32731.2,"32,731.20","383,500,000",28118.901,28667.434,Loss
277,22-Mar-22,"34,583.24","34,882.03","34,583.24",34807.46,"34,807.46","368,550,000",29590.928,28795.4795,Profit
26,22-Mar-23,"32,570.19","32,761.89","32,020.46",32030.11,"32,030.11","325,990,000",29531.142,29335.116,Loss
781,23-Mar-20,"19,028.36","19,121.01","18,213.65",18591.93,"18,591.93","787,970,000",28815.768,28613.944,Profit
529,23-Mar-21,"32,691.50","32,753.77","32,356.28",32423.15,"32,423.15","385,840,000",30140.685,28511.0635,Profit
276,23-Mar-22,"34,748.84","34,748.84","34,352.96",34358.5,"34,358.50","347,880,000",30352.077,28635.8895,Profit
25,23-Mar-23,"32,101.49","32,511.49","31,864.74",32105.25,"32,105.25","335,430,000",30966.351,28945.447,Loss
780,24-Mar-20,"19,722.19","20,737.70","19,649.25",20704.91,"20,704.91","799,340,000",29581.543,28985.7465,Profit
528,24-Mar-21,"32,470.88","32,787.99","32,418.15",32420.06,"32,420.06","399,390,000",29567.489,28963.6345,Loss
275,24-Mar-22,"34,406.81","34,713.56","34,355.42",34707.94,"34,707.94","324,870,000",30488.051,28961.285,Profit
24,24-Mar-23,"32,038.22","32,257.24","31,805.18",32237.53,"32,237.53","317,070,000",30438.684,29278.7925,Loss
1032,25-Mar-19,"25,490.72","25,603.27","25,372.26",25516.83,"25,516.83","303,120,000",29509.621,29550.2745,Profit
779,25-Mar-20,"21,050.34","22,019.93","20,538.34",21200.55,"21,200.55","796,320,000",28426.665,28978.9035,Loss
527,25-Mar-21,"32,346.81","32,672.69","32,071.41",32619.48,"32,619.48","411,990,000",29829.42,29322.594,Profit
274,25-Mar-22,"34,702.39","34,942.70","34,631.52",34861.24,"34,861.24","285,440,000",30073.229,30106.957,Loss
1031,26-Mar-19,"25,649.56","25,796.29","25,544.78",25657.73,"25,657.73","305,110,000",29203.152,29777.6145,Profit
778,26-Mar-20,"21,468.38","22,595.06","21,427.10",22552.17,"22,552.17","705,180,000",28247.844,29607.0975,Loss
526,26-Mar-21,"32,681.07","33,098.83","32,681.07",33072.88,"33,072.88","382,170,000",29484.641,29533.092,Profit
1030,27-Mar-19,"25,676.34","25,758.17","25,425.27",25625.59,"25,625.59","270,340,000",28805.194,29186.3415,Profit
777,27-Mar-20,"21,898.47","22,327.57","21,469.27",21636.78,"21,636.78","588,830,000",27498.078,28993.0645,Profit
23,27-Mar-23,"32,276.72","32,564.00","32,276.72",32432.08,"32,432.08","291,560,000",27517.533,28978.1085,Profit
1029,28-Mar-19,"25,693.32","25,743.41","25,576.69",25717.46,"25,717.46","237,170,000",27537.596,28523.6085,Profit
273,28-Mar-22,"34,833.03","34,957.93","34,552.23",34955.89,"34,955.89","299,790,000",28913.13,28669.8975,Profit
22,28-Mar-23,"32,434.85","32,551.01","32,295.50",32394.25,"32,394.25","248,560,000",28890.607,29360.0135,Profit
1028,29-Mar-19,"25,827.31","25,949.32","25,771.67",25928.68,"25,928.68","300,620,000",27997.351,29035.29,Profit
525,29-Mar-21,"33,087.55","33,259.00","32,905.13",33171.37,"33,171.37","351,610,000",28748.715,28975.9335,Loss
272,29-Mar-22,"35,114.35","35,372.26","35,030.07",35294.19,"35,294.19","355,050,000",30022.917,29135.3805,Profit
21,29-Mar-23,"32,566.54","32,728.04","32,539.94",32717.6,"32,717.60","314,110,000",29987.389,29736.015,Loss
776,30-Mar-20,"21,678.22","22,378.09","21,522.08",22327.48,"22,327.48","545,540,000",29657.578,29231.386,Loss
524,30-Mar-21,"33,127.88","33,170.93","32,988.92",33066.96,"33,066.96","307,510,000",30800.596,29149.337,Profit
271,30-Mar-22,"35,273.63","35,361.36","35,058.58",35228.81,"35,228.81","317,320,000",31080.269,29298.901,Loss
20,30-Mar-23,"32,807.43","32,905.80","32,682.87",32859.03,"32,859.03","283,380,000",31794.426,29666.011,Loss
775,31-Mar-20,"22,208.42","22,480.37","21,852.08",21917.16,"21,917.16","571,210,000",30490.553,29701.8415,Loss
523,31-Mar-21,"33,116.04","33,173.77","32,980.57",32981.55,"32,981.55","414,140,000",30549.283,29719.945,Loss
270,31-Mar-22,"35,201.52","35,201.52","34,677.99",34678.35,"34,678.35","433,400,000",31424.25,29710.8005,Loss
19,31-Mar-23,"32,901.96","33,291.00","32,901.96",33274.15,"33,274.15","353,740,000",31434.528,30091.6215,Profit
1257,1-May-18,"24,117.29","24,117.29","23,808.19",24099.05,"24,099.05","380,070,000",30315.014,30168.9655,Loss
1006,1-May-19,"26,639.06","26,689.39","26,426.38",26430.14,"26,430.14","303,850,000",29686.268,29836.8285,Profit
753,1-May-20,"24,120.78","24,120.78","23,645.30",23723.69,"23,723.69","418,160,000",29825.889,29741.7335,Loss
1256,2-May-18,"24,097.63","24,185.52","23,886.30",23924.98,"23,924.98","385,350,000",28911.691,29856.1435,Profit
1005,2-May-19,"26,407.15","26,454.69","26,180.36",26307.79,"26,307.79","287,610,000",28019.589,29549.929,Loss
249,2-May-22,"32,978.49","33,224.95","32,449.87",33061.5,"33,061.50","453,390,000",28039.836,29917.131,Profit
1255,3-May-18,"23,836.23","23,996.15","23,531.31",23930.15,"23,930.15","389,240,000",28241.135,29365.844,Loss
1004,3-May-19,"26,379.14","26,534.96","26,370.09",26504.95,"26,504.95","248,900,000",27593.475,29071.379,Profit
