,Date,Open,High,Low,Close*,Adj Close**,Volume,MA10,MA20,Profit/ Loss
15,6-Apr-23,"33,420.96","33,525.96","33,325.37",33485.29,"33,485.29","258,680,000",32049.237,29525.7395,Profit
770,7-Apr-20,"23,537.44","23,617.24","22,634.45",22653.86,"22,653.86","594,660,000",30822.435,29345.5115,Profit
519,7-Apr-21,"33,444.98","33,521.76","33,347.96",33446.26,"33,446.26","273,440,000",30826.823,29970.649,Profit
265,7-Apr-22,"34,439.24","34,705.83","34,190.95",34583.57,"34,583.57","319,870,000",31642.681,30042.167,Loss
1022,8-Apr-19,"26,312.67","26,344.65","26,246.03",26341.02,"26,341.02","229,380,000",30924.064,29618.3045,Profit
769,8-Apr-20,"22,893.47","23,513.40","22,682.99",23433.57,"23,433.57","472,740,000",29803.303,29481.0265,Loss
518,8-Apr-21,"33,469.89","33,506.80","33,342.64",33503.57,"33,503.57","304,040,000",29805.388,30085.533,Profit
264,8-Apr-22,"34,569.24","34,908.46","34,470.19",34721.12,"34,721.12","301,750,000",31009.501,30510.6825,Loss
1021,9-Apr-19,"26,243.54","26,246.34","26,103.14",26150.58,"26,150.58","244,410,000",30281.535,30765.585,Profit
768,9-Apr-20,"23,690.66","24,008.99","23,504.09",23719.37,"23,719.37","566,400,000",29203.821,30271.496,Profit
517,9-Apr-21,"33,526.19","33,810.87","33,526.19",33800.6,"33,800.60","316,410,000",29235.352,30642.2945,Loss
1020,10-Apr-19,"26,173.71","26,209.49","26,101.24",26157.16,"26,157.16","203,130,000",29585.682,30204.0585,Profit
14,10-Apr-23,"33,425.25","33,590.24","33,343.43",33586.52,"33,586.52","232,920,000",29599.708,30213.2655,Profit
1019,11-Apr-19,"26,188.21","26,229.88","26,062.59",26143.05,"26,143.05","211,680,000",28755.656,30199.1685,Profit
263,11-Apr-22,"34,630.27","34,701.34","34,272.29",34308.08,"34,308.08","333,290,000",29552.362,30238.213,Profit
13,11-Apr-23,"33,586.75","33,781.29","33,586.75",33684.79,"33,684.79","241,430,000",30577.484,30190.3935,Loss
1018,12-Apr-19,"26,357.79","26,436.68","26,309.72",26412.3,"26,412.30","369,910,000",29868.357,29836.8725,Loss
516,12-Apr-21,"33,775.06","33,786.19","33,665.54",33745.4,"33,745.40","327,370,000",29770.785,30390.143,Loss
262,12-Apr-22,"34,412.51","34,669.97","34,102.81",34220.36,"34,220.36","333,510,000",30577.763,30429.649,Profit
12,12-Apr-23,"33,764.21","33,895.43","33,593.32",33646.5,"33,646.50","260,300,000",31570.476,30387.1485,Loss
767,13-Apr-20,"23,698.93","23,698.93","23,095.35",23390.77,"23,390.77","394,320,000",30529.493,29882.4225,Loss
515,13-Apr-21,"33,721.16","33,741.64","33,545.84",33677.27,"33,677.27","324,480,000",31281.504,30433.593,Loss
261,13-Apr-22,"34,166.64","34,598.36","34,140.64",34564.59,"34,564.59","313,630,000",31379.311,30489.5095,Profit
11,13-Apr-23,"33,668.97","34,054.99","33,605.17",34029.69,"34,029.69","277,230,000",32167.975,30461.8155,Loss
766,14-Apr-20,"23,690.57","24,040.58","23,683.44",23949.76,"23,949.76","485,910,000",31132.143,30342.2525,Profit
514,14-Apr-21,"33,668.95","33,911.25","33,668.95",33730.89,"33,730.89","315,330,000",31136.753,30857.1185,Loss
260,14-Apr-22,"34,628.46","34,889.17","34,437.50",34451.23,"34,451.23","353,680,000",31940.646,30904.5015,Loss
10,14-Apr-23,"33,981.71","34,082.94","33,730.85",33886.47,"33,886.47","276,720,000",31954.753,30862.769,Loss
1017,15-Apr-19,"26,407.76","26,424.85","26,316.42",26384.77,"26,384.77","250,620,000",31171.194,30874.4785,Loss
765,15-Apr-20,"23,600.72","23,649.72","23,233.32",23504.35,"23,504.35","437,630,000",30156.979,30863.7275,Profit
513,15-Apr-21,"33,788.53","34,068.73","33,788.53",34035.99,"34,035.99","319,680,000",31221.501,30875.497,Loss
1016,16-Apr-19,"26,482.19","26,530.71","26,397.19",26452.66,"26,452.66","302,340,000",30499.04,30890.272,Profit
764,16-Apr-20,"23,543.66","23,598.08","23,211.38",23537.68,"23,537.68","471,050,000",29396.349,30387.83,Loss
512,16-Apr-21,"34,058.16","34,256.75","34,058.16",34200.67,"34,200.67","343,760,000",29413.447,30790.711,Profit
1015,17-Apr-19,"26,468.53","26,501.02","26,391.86",26449.54,"26,449.54","367,780,000",29663.425,30397.784,Profit
763,17-Apr-20,"23,817.15","24,264.21","23,817.15",24242.49,"24,242.49","525,950,000",28714.585,29925.669,Loss
9,17-Apr-23,"33,930.46","33,991.23","33,796.91",33987.18,"33,987.18","234,530,000",28668.18,30304.413,Profit
1014,18-Apr-19,"26,463.37","26,602.42","26,444.53",26559.54,"26,559.54","332,850,000",27935.487,29945.12,Profit
259,18-Apr-22,"34,411.49","34,618.29","34,279.08",34411.69,"34,411.69","264,110,000",28738.179,29954.6865,Profit
8,18-Apr-23,"33,965.16","34,018.62","33,791.89",33976.63,"33,976.63","253,570,000",29785.407,29971.193,Loss
511,19-Apr-21,"34,182.38","34,182.38","33,980.56",34077.63,"34,077.63","312,540,000",29789.571,30505.536,Profit
258,19-Apr-22,"34,394.62","34,983.11","34,394.62",34911.2,"34,911.20","296,350,000",30635.425,30567.2325,Loss
7,19-Apr-23,"33,889.83","33,957.98","33,814.65",33897.01,"33,897.01","251,490,000",31671.358,30533.8535,Profit
762,20-Apr-20,"24,095.10","24,108.69","23,627.19",23650.44,"23,650.44","423,410,000",30616.335,30014.891,Loss
510,20-Apr-21,"34,034.18","34,034.18","33,687.01",33821.3,"33,821.30","350,960,000",31353.511,30508.468,Profit
257,20-Apr-22,"34,962.67","35,315.40","34,962.67",35160.79,"35,160.79","337,620,000",32445.341,30579.963,Profit
6,20-Apr-23,"33,740.60","33,875.39","33,677.74",33786.62,"33,786.62","307,910,000",32425.285,30546.7325,Loss
761,21-Apr-20,"23,365.25","23,365.25","22,941.88",23018.88,"23,018.88","485,140,000",32071.219,30003.353,Profit
509,21-Apr-21,"33,808.30","34,160.34","33,773.80",34137.31,"34,137.31","290,300,000",32043.781,30390.98,Loss
256,21-Apr-22,"35,258.80","35,492.22","34,723.82",34792.76,"34,792.76","366,390,000",32125.394,30955.4005,Loss
5,21-Apr-23,"33,793.60","33,858.83","33,688.57",33808.96,"33,808.96","291,080,000",32098.527,30944.049,Profit
1013,22-Apr-19,"26,510.77","26,553.05","26,458.61",26511.05,"26,511.05","232,570,000",31258.512,30946.9685,Profit
760,22-Apr-20,"23,437.34","23,613.10","23,339.60",23475.82,"23,475.82","352,880,000",30216.393,30943.8755,Loss
508,22-Apr-21,"34,109.88","34,126.57","33,717.19",33815.9,"33,815.90","344,470,000",31232.939,30924.637,Profit
255,22-Apr-22,"34,727.38","34,727.38","33,773.39",33811.4,"33,811.40","373,280,000",31231.949,31292.73,Loss
1012,23-Apr-19,"26,513.83","26,695.96","26,503.56",26656.39,"26,656.39","311,690,000",30381.509,31413.425,Profit
759,23-Apr-20,"23,543.09","23,885.36","23,483.35",23515.26,"23,515.26","389,290,000",29354.373,30889.829,Loss
507,23-Apr-21,"33,804.52","34,157.57","33,713.29",34043.49,"34,043.49","346,380,000",30456.834,31264.0265,Profit
1011,24-Apr-19,"26,652.56","26,680.58","26,582.86",26597.05,"26,597.05","283,370,000",29702.808,30873.2945,Profit
758,24-Apr-20,"23,628.24","23,826.00","23,417.68",23775.27,"23,775.27","376,020,000",28601.059,30363.2265,Loss
4,24-Apr-23,"33,805.04","33,891.15","33,726.09",33875.4,"33,875.40","252,020,000",28607.703,30353.115,Profit
1010,25-Apr-19,"26,426.37","26,536.48","26,310.28",26462.08,"26,462.08","296,730,000",28602.806,29930.659,Profit
254,25-Apr-22,"33,731.65","34,106.01","33,323.37",34049.46,"34,049.46","416,900,000",29660.17,29938.2815,Loss
3,25-Apr-23,"33,828.34","33,875.49","33,525.39",33530.83,"33,530.83","297,880,000",29631.663,30432.301,Profit
1009,26-Apr-19,"26,454.62","26,543.56","26,392.55",26543.33,"26,543.33","317,290,000",28904.856,30068.4025,Profit
506,26-Apr-21,"34,044.23","34,148.94","33,941.37",33981.57,"33,981.57","279,300,000",29637.374,30009.4415,Loss
253,26-Apr-22,"33,907.49","33,909.51","33,230.95",33240.18,"33,240.18","400,020,000",30609.866,29982.1195,Profit
2,26-Apr-23,"33,596.34","33,645.83","33,235.85",33301.87,"33,301.87","321,170,000",30535.704,30496.269,Profit
757,27-Apr-20,"23,866.15","24,207.65","23,840.61",24133.78,"24,133.78","389,390,000",30289.377,29996.0925,Loss
505,27-Apr-21,"33,932.13","34,043.98","33,870.46",33984.93,"33,984.93","289,030,000",31310.343,29955.701,Profit
252,27-Apr-22,"33,450.92","33,697.18","33,108.89",33301.93,"33,301.93","447,230,000",31252.996,29930.3495,Profit
1,27-Apr-23,"33,381.66","33,859.75","33,374.65",33826.16,"33,826.16","343,240,000",31989.404,30296.105,Profit
756,28-Apr-20,"24,357.17","24,512.24","24,031.20",24101.55,"24,101.55","400,250,000",30994.613,30327.3915,Loss
504,28-Apr-21,"33,860.46","33,946.60","33,805.56",33820.38,"33,820.38","335,820,000",31023.568,30327.6155,Profit
251,28-Apr-22,"33,425.96","34,054.79","33,248.46",33916.39,"33,916.39","440,380,000",31760.874,30332.865,Profit
0,28-Apr-23,"33,797.43","34,104.56","33,728.40",34098.16,"34,098.16","354,310,000",31772.533,30704.9535,Loss
1008,29-Apr-19,"26,559.87","26,602.54","26,520.75",26554.39,"26,554.39","279,450,000",31103.954,30856.91,Profit
755,29-Apr-20,"24,490.37","24,764.77","24,453.99",24633.86,"24,633.86","455,290,000",30237.153,30386.4285,Loss
503,29-Apr-21,"33,855.64","34,087.21","33,744.28",34060.36,"34,060.36","408,450,000",31229.811,30759.594,Profit
250,29-Apr-22,"33,787.01","33,919.59","32,913.15",32977.21,"32,977.21","501,560,000",31129.039,31219.691,Profit
1007,30-Apr-19,"26,594.56","26,614.04","26,419.47",26592.91,"26,592.91","340,320,000",30458.137,30855.5665,Loss
754,30-Apr-20,"24,585.57","24,585.57","24,186.90",24345.72,"24,345.72","487,840,000",29510.093,30749.7485,Profit
502,30-Apr-21,"33,988.75","33,988.75","33,784.96",33874.85,"33,874.85","374,890,000",30487.423,30741.018,Profit
1193,1-Aug-18,"25,461.63","25,488.80","25,278.32",25333.82,"25,333.82","315,880,000",29638.767,30331.1675,Profit
942,1-Aug-19,"26,879.86","27,175.59","26,548.71",26583.42,"26,583.42","386,320,000",28905.47,30333.172,Loss
187,1-Aug-22,"32,755.71","32,972.03","32,640.79",32798.4,"32,798.40","321,180,000",28775.494,30274.0135,Profit
1192,2-Aug-18,"25,256.45","25,360.48","25,120.07",25326.16,"25,326.16","307,700,000",28652.671,29878.3125,Profit
941,2-Aug-19,"26,528.66","26,570.02","26,249.22",26485.01,"26,485.01","327,640,000",28837.786,29537.4695,Profit
438,2-Aug-21,"34,968.56","35,192.11","34,808.20",34838.16,"34,838.16","238,620,000",28915.566,30072.6885,Loss
186,2-Aug-22,"32,691.29","32,772.93","32,387.12",32396.17,"32,396.17","316,740,000",28857.462,29993.2505,Profit
1191,3-Aug-18,"25,360.37","25,467.90","25,325.17",25462.58,"25,462.58","239,020,000",28744.429,29601.283,Loss
689,3-Aug-20,"26,542.32","26,707.26","26,534.38",26664.4,"26,664.40","439,380,000",28976.297,29243.195,Profit
437,3-Aug-21,"34,864.10","35,120.94","34,714.33",35116.4,"35,116.40","259,820,000",29100.452,29793.9375,Loss
185,3-Aug-22,"32,514.21","32,912.74","32,514.21",32812.5,"32,812.50","342,160,000",29848.32,29743.5435,Profit
688,4-Aug-20,"26,664.61","26,832.72","26,597.82",26828.47,"26,828.47","346,350,000",29872.825,29389.1475,Loss
436,4-Aug-21,"35,047.44","35,047.44","34,790.62",34792.67,"34,792.67","245,300,000",30072.252,29423.873,Profit
184,4-Aug-22,"32,805.69","32,829.22","32,652.63",32726.82,"32,726.82","315,590,000",30812.318,29732.4945,Loss
940,5-Aug-19,"26,259.23","26,259.23","25,523.38",25717.74,"25,717.74","422,240,000",30735.591,29786.6885,Profit
687,5-Aug-20,"26,924.78","27,221.67","26,924.78",27201.52,"27,201.52","366,000,000",29971.927,29443.7465,Profit
435,5-Aug-21,"34,815.61","35,067.54","34,815.61",35064.25,"35,064.25","216,580,000",30238.735,29548.0985,Loss
183,5-Aug-22,"32,593.90","32,814.61","32,489.62",32803.47,"32,803.47","273,010,000",30972.824,29858.6265,Profit
1190,6-Aug-18,"25,437.43","25,540.02","25,381.38",25502.18,"25,502.18","238,990,000",30856.602,29916.4495,Profit
939,6-Aug-19,"25,810.62","26,038.68","25,710.87",26029.52,"26,029.52","318,160,000",29947.914,29524.183,Loss
686,6-Aug-20,"27,170.82","27,394.10","27,145.25",27386.98,"27,386.98","322,460,000",29405.362,29626.841,Profit
434,6-Aug-21,"35,077.44","35,246.79","35,077.44",35208.51,"35,208.51","231,570,000",30243.366,30058.0955,Profit
1189,7-Aug-18,"25,551.65","25,692.72","25,551.65",25628.91,"25,628.91","239,910,000",29326.99,29699.621,Loss
938,7-Aug-19,"25,814.22","26,073.21","25,440.39",26007.07,"26,007.07","344,790,000",28655.015,29733.6665,Loss
685,7-Aug-20,"27,321.68","27,456.24","27,223.55",27433.48,"27,433.48","321,170,000",28826.589,29781.09,Loss
1188,8-Aug-18,"25,615.72","25,634.11","25,557.48",25583.75,"25,583.75","217,770,000",28664.812,29318.3695,Loss
937,8-Aug-19,"26,086.52","26,383.61","26,038.10",26378.19,"26,378.19","282,530,000",27796.206,29017.4705,Profit
182,8-Aug-22,"32,877.36","33,109.96","32,769.10",32832.54,"32,832.54","275,350,000",27799.113,29385.9685,Profit
1187,9-Aug-18,"25,589.79","25,613.31","25,492.69",25509.23,"25,509.23","214,970,000",27799.818,29328.21,Loss
936,9-Aug-19,"26,337.09","26,413.36","26,097.64",26287.44,"26,287.44","240,260,000",27825.61,28886.762,Profit
433,9-Aug-21,"35,229.67","35,229.67","35,041.24",35101.85,"35,101.85","207,850,000",28597.097,29001.2295,Loss
181,9-Aug-22,"32,807.36","32,877.53","32,702.66",32774.41,"32,774.41","281,080,000",28353.687,29298.5265,Profit
1186,10-Aug-18,"25,401.19","25,401.19","25,222.88",25313.14,"25,313.14","234,480,000",28322.11,28824.55,Loss
684,10-Aug-20,"27,488.21","27,803.86","27,488.21",27791.44,"27,791.44","360,340,000",28500.547,28577.781,Profit
432,10-Aug-21,"35,135.17","35,285.16","35,091.91",35264.67,"35,264.67","255,040,000",29283.666,29055.1275,Loss
180,10-Aug-22,"33,130.63","33,364.41","33,130.63",33309.51,"33,309.51","311,740,000",30056.242,29360.527,Profit
683,11-Aug-20,"27,961.64","28,154.88","27,624.51",27686.91,"27,686.91","428,220,000",30187.114,28991.66,Loss
431,11-Aug-21,"35,300.89","35,501.16","35,300.89",35484.97,"35,484.97","232,800,000",30452.357,29125.735,Profit
179,11-Aug-22,"33,451.51","33,651.80","33,289.83",33336.67,"33,336.67","308,030,000",31235.101,29517.4595,Loss
935,12-Aug-19,"26,169.91","26,178.95","25,824.94",25896.44,"25,896.44","199,390,000",31196.001,29510.8055,Loss
682,12-Aug-20,"27,860.24","28,043.89","27,843.32",27976.84,"27,976.84","340,210,000",30483.5,29540.2985,Profit
430,12-Aug-21,"35,481.94","35,510.77","35,352.53",35499.85,"35,499.85","231,600,000",30756.044,29554.8655,Loss
178,12-Aug-22,"33,430.72","33,767.09","33,398.32",33761.05,"33,761.05","299,140,000",31600.835,29961.4725,Loss
1185,13-Aug-18,"25,327.19","25,381.39","25,153.93",25187.7,"25,187.70","219,990,000",31340.461,29920.504,Profit
934,13-Aug-19,"25,888.88","26,426.97","25,833.25",26279.91,"26,279.91","308,900,000",30441.985,29862.8255,Loss
681,13-Aug-20,"27,922.51","27,986.10","27,789.78",27896.72,"27,896.72","360,160,000",29900.706,29978.474,Profit
429,13-Aug-21,"35,551.56","35,610.57","35,474.78",35515.38,"35,515.38","236,790,000",30683.553,30435.3335,Profit
1184,14-Aug-18,"25,215.69","25,339.51","25,201.87",25299.92,"25,299.92","219,210,000",29665.048,30058.7025,Loss
933,14-Aug-19,"26,035.08","26,035.08","25,471.59",25479.42,"25,479.42","352,250,000",28879.323,30057.212,Profit
680,14-Aug-20,"27,828.93","27,977.81","27,759.39",27931.02,"27,931.02","275,540,000",29082.781,30139.391,Loss
1183,15-Aug-18,"25,235.37","25,235.37","24,965.77",25162.41,"25,162.41","295,810,000",28801.338,29642.419,Loss
932,15-Aug-19,"25,514.25","25,639.69","25,339.60",25579.39,"25,579.39","332,600,000",27809.292,29282.668,Profit
177,15-Aug-22,"33,710.70","33,954.71","33,582.96",33912.44,"33,912.44","262,670,000",27824.431,29712.633,Loss
1182,16-Aug-18,"25,294.97","25,607.34","25,294.97",25558.73,"25,558.73","342,430,000",27861.534,29600.9975,Profit
931,16-Aug-19,"25,678.17","25,929.65","25,678.17",25886.01,"25,886.01","276,210,000",27822.144,29132.0645,Loss
428,16-Aug-21,"35,490.83","35,631.19","35,231.87",35625.4,"35,625.40","292,590,000",28595.012,29247.859,Profit
176,16-Aug-22,"33,924.35","34,281.36","33,852.57",34152.01,"34,152.01","288,670,000",28458.675,29571.114,Loss
1181,17-Aug-18,"25,550.80","25,728.16","25,521.66",25669.32,"25,669.32","284,160,000",28495.615,29080.3315,Profit
679,17-Aug-20,"27,970.05","27,999.81","27,816.40",27844.91,"27,844.91","286,860,000",28732.164,28805.7435,Loss
427,17-Aug-21,"35,500.01","35,500.01","35,120.31",35343.28,"35,343.28","309,410,000",29473.39,29278.0855,Profit
175,17-Aug-22,"34,029.55","34,161.01","33,828.41",33980.32,"33,980.32","281,390,000",30355.181,29578.2595,Profit
678,18-Aug-20,"27,853.48","27,891.12","27,668.79",27778.07,"27,778.07","276,170,000",30575.049,29192.1705,Profit
426,18-Aug-21,"35,310.20","35,356.80","34,943.41",34960.69,"34,960.69","289,800,000",30679.874,29252.1525,Loss
174,18-Aug-22,"33,981.86","34,043.83","33,844.46",33999.04,"33,999.04","282,550,000",31523.905,29692.7195,Profit
930,19-Aug-19,"26,020.06","26,222.32","26,020.06",26135.79,"26,135.79","252,640,000",31548.883,29685.5135,Loss
677,19-Aug-20,"27,811.26","27,920.42","27,647.67",27692.88,"27,692.88","311,460,000",30755.631,29675.3215,Loss
425,19-Aug-21,"34,874.67","34,997.81","34,690.25",34894.12,"34,894.12","333,550,000",30829.842,29644.2585,Loss
173,19-Aug-22,"33,904.69","33,904.69","33,627.09",33706.74,"33,706.74","293,990,000",31633.584,30064.5995,Loss
1180,20-Aug-18,"25,727.70","25,790.17","25,716.41",25758.69,"25,758.69","248,570,000",31424.962,30078.563,Profit
929,20-Aug-19,"26,086.86","26,160.12","25,952.00",25962.44,"25,962.44","238,100,000",30486.878,29980.134,Loss
676,20-Aug-20,"27,622.68","27,781.46","27,526.25",27739.73,"27,739.73","304,550,000",29862.819,30109,Loss
424,20-Aug-21,"34,917.96","35,177.26","34,867.07",35120.08,"35,120.08","269,320,000",30597.02,30586.0345,Loss
1179,21-Aug-18,"25,786.99","25,888.82","25,784.90",25822.29,"25,822.29","241,620,000",29683.18,30181.527,Loss
928,21-Aug-19,"26,145.36","26,268.32","26,141.77",26202.73,"26,202.73","208,790,000",28903.549,30213.727,Profit
675,21-Aug-20,"27,758.13","27,959.48","27,686.78",27930.33,"27,930.33","372,720,000",29083.003,30315.943,Loss
1178,22-Aug-18,"25,825.06","25,836.16","25,722.43",25733.6,"25,733.60","200,480,000",28887.075,29821.353,Loss
927,22-Aug-19,"26,271.64","26,388.78","26,099.01",26252.24,"26,252.24","222,810,000",28022.887,29426.3645,Profit
172,22-Aug-22,"33,586.59","33,586.59","33,007.63",33063.61,"33,063.61","308,900,000",27958.574,29796.079,Loss
1177,23-Aug-18,"25,714.86","25,762.56","25,608.02",25656.98,"25,656.98","213,270,000",27948.403,29686.6825,Loss
926,23-Aug-19,"26,134.21","26,320.29","25,507.18",25628.9,"25,628.90","364,260,000",27915.049,29200.9635,Profit
423,23-Aug-21,"35,160.97","35,428.91","35,160.97",35335.71,"35,335.71","245,760,000",28674.647,29268.733,Loss
171,23-Aug-22,"33,033.52","33,138.26","32,858.89",32909.59,"32,909.59","251,870,000",28453.598,29525.309,Profit
1176,24-Aug-18,"25,688.58","25,826.05","25,688.58",25790.35,"25,790.35","200,330,000",28450.404,29066.792,Loss
674,24-Aug-20,"28,077.58","28,314.94","28,041.75",28308.46,"28,308.46","383,880,000",28660.977,28782.263,Profit
422,24-Aug-21,"35,382.72","35,445.47","35,356.18",35366.26,"35,366.26","228,710,000",29404.57,29243.7865,Loss
170,24-Aug-22,"32,899.01","33,095.50","32,828.56",32969.23,"32,969.23","256,900,000",30128.133,29507.604,Profit
673,25-Aug-20,"28,347.42","28,400.74","28,094.57",28248.44,"28,248.44","338,420,000",30327.753,29175.32,Profit
421,25-Aug-21,"35,388.77","35,501.14","35,287.63",35405.5,"35,405.50","237,230,000",30561.942,29260.258,Loss
169,25-Aug-22,"33,029.27","33,306.09","32,889.85",33291.78,"33,291.78","308,530,000",31325.422,29636.9125,Profit
925,26-Aug-19,"25,826.05","25,941.25","25,716.39",25898.83,"25,898.83","222,780,000",31352.415,29633.732,Loss
672,26-Aug-20,"28,257.88","28,353.80","28,153.91",28331.92,"28,331.92","327,070,000",30652.036,29663.3415,Profit
420,26-Aug-21,"35,449.68","35,498.45","35,205.10",35213.12,"35,213.12","239,740,000",30882.389,29667.9935,Profit
168,26-Aug-22,"33,293.43","33,364.70","32,278.22",32283.4,"32,283.40","352,850,000",31531.694,29991.049,Profit
1175,27-Aug-18,"25,882.71","26,067.57","25,882.71",26049.64,"26,049.64","220,510,000",31305.812,29983.3945,Loss
924,27-Aug-19,"26,014.46","26,054.02","25,721.85",25777.9,"25,777.90","263,530,000",30346.976,29875.773,Profit
671,27-Aug-20,"28,384.07","28,634.22","28,363.93",28492.27,"28,492.27","404,340,000",29899.28,30013.7065,Profit
419,27-Aug-21,"35,231.11","35,479.18","35,231.11",35455.8,"35,455.80","240,990,000",30620.016,30473.8845,Loss
1174,28-Aug-18,"26,092.70","26,122.24","26,037.85",26064.02,"26,064.02","211,470,000",29685.868,30123.905,Profit
923,28-Aug-19,"25,712.99","26,041.57","25,637.43",26036.1,"26,036.10","207,070,000",28960.3,30142.861,Profit
670,28-Aug-20,"28,601.29","28,733.35","28,487.98",28653.87,"28,653.87","369,740,000",29235.804,30294.1095,Loss
1173,29-Aug-18,"26,082.53","26,167.94","26,035.30",26124.57,"26,124.57","214,960,000",29015.069,29833.5525,Profit
922,29-Aug-19,"26,249.09","26,408.84","26,185.71",26362.25,"26,362.25","208,650,000",28129.982,29506.1855,Loss
167,29-Aug-22,"32,188.00","32,325.16","31,972.79",32098.99,"32,098.99","317,820,000",28111.541,29821.6175,Loss
1172,30-Aug-18,"26,099.01","26,104.37","25,934.80",25986.92,"25,986.92","240,440,000",28105.269,29705.5405,Profit
921,30-Aug-19,"26,476.39","26,514.62","26,295.59",26403.28,"26,403.28","216,160,000",28167.807,29257.3915,Profit
418,30-Aug-21,"35,471.80","35,510.71","35,374.46",35399.84,"35,399.84","245,390,000",28858.564,29378.922,Loss
166,30-Aug-22,"32,163.84","32,205.66","31,647.22",31790.87,"31,790.87","317,150,000",28492.071,29556.0435,Loss
1171,31-Aug-18,"25,964.85","26,028.83","25,879.77",25964.82,"25,964.82","273,440,000",28482.151,29084.0095,Loss
669,31-Aug-20,"28,643.66","28,643.66","28,363.55",28430.05,"28,430.05","517,320,000",28721.546,28840.923,Loss
417,31-Aug-21,"35,391.38","35,449.79","35,289.86",35360.73,"35,360.73","337,240,000",29392.232,29314.018,Profit
165,31-Aug-22,"31,827.15","31,966.04","31,509.59",31510.43,"31,510.43","392,780,000",29930.818,29472.9435,Profit
605,1-Dec-20,"29,797.50","30,083.31","29,797.50",29823.92,"29,823.92","429,510,000",30276.985,29203.4835,Profit
353,1-Dec-21,"34,678.94","35,004.64","34,006.98",34022.04,"34,022.04","496,000,000",30469.29,29290.4155,Profit
101,1-Dec-22,"34,533.59","34,595.51","34,129.35",34395.01,"34,395.01","348,720,000",31310.099,29707.684,Profit
857,2-Dec-19,"28,109.74","28,109.84","27,782.35",27783.04,"27,783.04","236,610,000",31448.075,29807.941,Loss
604,2-Dec-20,"29,695.09","29,902.51","29,599.29",29883.79,"29,883.79","385,280,000",30896.47,29877.517,Loss
352,2-Dec-21,"34,076.25","34,759.65","34,076.25",34639.79,"34,639.79","466,900,000",31181.362,29836.7165,Loss
100,2-Dec-22,"34,265.45","34,483.21","34,039.73",34429.88,"34,429.88","290,580,000",32027.868,30255.0095,Profit
1107,3-Dec-18,"25,779.57","25,980.21","25,670.51",25826.43,"25,826.43","388,480,000",31767.506,30244.526,Profit
856,3-Dec-19,"27,501.98","27,524.74","27,325.13",27502.81,"27,502.81","275,350,000",30981.714,30186.973,Loss
603,3-Dec-20,"29,920.83","30,110.88","29,877.27",29969.52,"29,969.52","405,680,000",30827.623,30379.2205,Profit
351,3-Dec-21,"34,692.78","34,801.31","34,264.57",34580.08,"34,580.08","439,550,000",31303.239,30790.112,Loss
1106,4-Dec-18,"25,752.56","25,773.12","25,008.11",25027.07,"25,027.07","418,900,000",30403.742,30436.516,Profit
855,4-Dec-19,"27,634.63","27,727.45","27,612.08",27649.78,"27,649.78","218,200,000",29729.219,30519.659,Loss
602,4-Dec-20,"29,989.56","30,218.26","29,989.56",30218.26,"30,218.26","356,590,000",29972.741,30710.408,Profit
854,5-Dec-19,"27,736.05","27,745.20","27,562.80",27677.79,"27,677.79","208,600,000",29752.141,30324.3055,Profit
99,5-Dec-22,"34,335.73","34,335.73","33,846.81",33947.1,"33,947.10","312,960,000",29682.872,30432.117,Loss
1105,6-Dec-18,"24,737.42","24,951.01","24,242.22",24947.67,"24,947.67","471,690,000",28734.651,30381.2595,Loss
853,6-Dec-19,"27,839.68","28,035.85","27,839.68",28015.06,"28,015.06","223,310,000",28953.514,30360.51,Loss
350,6-Dec-21,"34,633.43","35,356.75","34,633.43",35227.03,"35,227.03","416,720,000",29725.936,30353.825,Loss
98,6-Dec-22,"33,936.87","34,006.63","33,418.59",33596.34,"33,596.34","306,220,000",30088.618,30458.1205,Loss
1104,7-Dec-18,"24,918.82","25,095.62","24,284.78",24388.95,"24,388.95","398,230,000",29069.505,30186.372,Loss
601,7-Dec-20,"30,233.03","30,233.03","29,967.22",30069.79,"30,069.79","365,810,000",29573.777,29988.7595,Profit
349,7-Dec-21,"35,423.99","35,819.47","35,423.99",35719.43,"35,719.43","474,940,000",30380.742,30054.9805,Profit
97,7-Dec-22,"33,556.40","33,774.27","33,503.67",33597.92,"33,597.92","359,980,000",30718.708,30345.7245,Profit
600,8-Dec-20,"29,997.95","30,246.22","29,972.07",30173.88,"30,173.88","311,190,000",30968.317,30360.229,Profit
348,8-Dec-21,"35,716.85","35,840.52","35,602.65",35754.75,"35,754.75","387,650,000",31149.082,30415.977,Profit
96,8-Dec-22,"33,695.97","33,899.17","33,642.46",33781.48,"33,781.48","271,830,000",32032.463,30383.557,Profit
852,9-Dec-19,"27,987.05","28,010.42","27,906.14",27909.6,"27,909.60","217,000,000",32021.917,30487.7155,Profit
599,9-Dec-20,"30,229.81","30,319.70","29,951.85",30068.81,"30,068.81","380,520,000",31506.095,30616.0155,Loss
347,9-Dec-21,"35,722.26","35,864.24","35,577.14",35754.69,"35,754.69","353,020,000",31721.93,30905.274,Loss
95,9-Dec-22,"33,746.71","33,844.63","33,462.65",33476.46,"33,476.46","287,630,000",32630.681,30850.093,Loss
1103,10-Dec-18,"24,360.95","24,500.81","23,881.37",24423.26,"24,423.26","389,690,000",32066.028,30819.9025,Loss
